no,token,pos,actual_label,predicted_label,sent_no,token_no,sent
184,Ἑλλάδα,A-,place,0,772,3,δύναται δὲ κατὰ Ἑλλάδα γλῶσσαν ταῦτα τὰ οὐνόματα Δαρεῖος ἐρξίης Ξέρξης ἀρήιος Ἀρτοξέρξης μέγας ἀρήιος
185,Ἀθηναῖοι,A-,ethnic,0,778,2,οἱ δὲ Ἀθηναῖοι ταῦτα Αἰσχίνῃ συμβουλεύσαντι πείθονται
186,Ἀθηναίους,A-,ethnic,0,782,21,χειρωσάμενοι δὲ τὴν Ἐρέτριαν καὶ ἐπισχόντες ὀλίγας ἡμέρας ἔπλεον ἐς γῆν τὴν Ἀττικήν κατέργοντές τε πολλὸν καὶ δοκέοντες τὰ αὐτὰ τοὺς Ἀθηναίους ποιήσειν τὰ καὶ τοὺς Ἐρετριέας ἐποίησαν
187,Ἀθηναῖον,A-,ethnic,0,788,15,καὶ πρῶτα μὲν ἐόντες ἔτι ἐν τῷ ἄστεϊ οἱ στρατηγοὶ ἀποπέμπουσι ἐς Σπάρτην κήρυκα Φειδιππίδην Ἀθηναῖον μὲν ἄνδρα ἄλλως δὲ ἡμεροδρόμην τε καὶ τοῦτο μελετῶντα
188,Ἀθηναίοισι,A-,ethnic,0,789,8,τῷ δή ὡς αὐτός τε ἔλεγε Φειδιππίδης καὶ Ἀθηναίοισι ἀπήγγελλε περὶ τὸ Παρθένιον ὄρος τὸ ὑπὲρ Τεγέης ὁ Πὰν περιπίπτει
189,Ἀθηναίοισι,A-,ethnic,0,790,8,βώσαντα δὲ τὸ οὔνομα τοῦ Φειδιππίδεω τὸν Πᾶνα Ἀθηναίοισι κελεῦσαι ἀπαγγεῖλαι δι’ ὅ τι ἑωυτοῦ οὐδεμίαν ἐπιμελείην ποιεῦνται ἐόντος εὐνόου Ἀθηναίοισι καὶ πολλαχῇ γενομένου σφι ἤδη χρησίμου τὰ δ’ ἔτι καὶ ἐσομένου
190,Ἀθηναίοισι,A-,ethnic,0,798,7,καὶ γὰρ καὶ ἐδεδώκεσαν σφέας αὐτοὺς τοῖσι Ἀθηναίοισι οἱ Πλαταιέες καὶ πόνους ὑπὲρ αὐτῶν οἱ Ἀθηναῖοι συχνοὺς ἤδη ἀναραιρέατο
191,Ἀθηναίους,A-,ethnic,0,800,14,ταῦτα συνεβούλευον οἱ Λακεδαιμόνιοι οὐ κατὰ τὴν εὐνοίην οὕτω τῶν Πλαταιέων ὡς βουλόμενοι τοὺς Ἀθηναίους ἔχειν πόνους συνεστεῶτας Βοιωτοῖσι
192,Ἀθηναίων,A-,ethnic,0,801,5,οἳ δὲ οὐκ ἠπίστησαν ἀλλ’ Ἀθηναίων ἱρὰ ποιεύντων τοῖσι δυώδεκα θεοῖσι ἱκέται ἱζόμενοι ἐπὶ τὸν βωμὸν ἐδίδοσαν σφέας αὐτούς
193,Ἀθηναῖοι,A-,ethnic,0,804,3,ὑπερβάντες δὲ οἱ Ἀθηναῖοι τοὺς οἱ Κορίνθιοι ἔθηκαν Πλαταιεῦσι εἶναι οὔρους τούτους ὑπερβάντες τὸν Ἀσωπὸν αὐτὸν ἐποιήσαντο οὖρον Θηβαίοισι πρὸς Πλαταιέας εἶναι καὶ Ὑσιάς
194,Ἀθηναίων,A-,ethnic,0,809,12,ἢν μέν νυν μὴ συμβάλωμεν ἔλπομαι τινὰ στάσιν μεγάλην διασείσειν ἐμπεσοῦσαν τὰ Ἀθηναίων φρονήματα ὥστε μηδίσαι
195,Ἀθηναίων,A-,ethnic,0,815,4,τότε δὲ τασσομένων τῶν Ἀθηναίων ἐν τῷ Μαραθῶνι ἐγίνετο τοιόνδε τι
196,Ἀθηναῖοί,A-,ethnic,0,820,5,τὸ δὲ κέρας ἑκάτερον ἐνίκων Ἀθηναῖοί τε καὶ Πλαταιέες
197,Ἀθηναίων,A-,ethnic,0,823,18,τοῦτο δὲ Κυνέγειρος ὁ Εὐφορίωνος ἐνθαῦτα ἐπιλαμβανόμενος τῶν ἀφλάστων νεός τὴν χεῖρα ἀποκοπεὶς πελέκεϊ πίπτει τοῦτο δὲ ἄλλοι Ἀθηναίων πολλοί τε καὶ ὀνομαστοί
198,Ἀθηναίους,A-,ethnic,0,825,23,τῇσι δὲ λοιπῇσι οἱ βάρβαροι ἐξανακρουσάμενοι καὶ ἀναλαβόντες ἐκ τῆς νήσου ἐν τῇ ἔλιπον τὰ ἐξ Ἐρετρίης ἀνδράποδα περιέπλεον Σούνιον βουλόμενοι φθῆναι τοὺς Ἀθηναίους ἀπικόμενοι ἐς τὸ ἄστυ
199,Ἀσίην,Ne,place,0,832,8,Δᾶτις δὲ πορευόμενος ἅμα τῷ στρατῷ ἐς τὴν Ἀσίην ἐπείτε ἐγένετο ἐν Μυκόνῳ εἶδε ὄψιν ἐν τῷ ὕπνῳ
200,Ἀσίην,Ne,place,0,833,13,τοὺς δὲ τῶν Ἐρετριέων ἀνδραποδισμένους Δᾶτίς τε καὶ Ἀρταφρένης ὡς προσέσχον πρὸς τὴν Ἀσίην πλέοντες ἀνήγαγον ἐς Σοῦσα
201,Ἀθηναίους,A-,ethnic,0,865,10,οἱ δὲ Πελασγοὶ οὗτοι Λῆμνον τότε νεμόμενοι καὶ βουλόμενοι τοὺς Ἀθηναίους τιμωρήσασθαι εὖ τε ἐξεπιστάμενοι τὰς Ἀθηναίων ὁρτάς πεντηκοντέρους κτησάμενοι ἐλόχησαν Ἀρτέμιδι ἐν Βραυρῶνι ἀγούσας ὁρτὴν τὰς τῶν Ἀθηναίων γυναῖκας
202,Ἀθηναίων,A-,ethnic,0,866,14,ὡς δὲ τέκνων αὗται αἱ γυναῖκες ὑπεπλήσθησαν γλῶσσάν τε τὴν Ἀττικὴν καὶ τρόπους τοὺς Ἀθηναίων ἐδίδασκον τοὺς παῖδας
203,Ἀθηναῖοί,A-,ethnic,0,873,5,οὕτω δὴ τὴν Λῆμνον ἔσχον Ἀθηναῖοί τε καὶ Μιλτιάδης
204,Αἰγύπτιοι,A-,ethnic,0,874,3,τετάρτῳ δὲ ἔτεϊ Αἰγύπτιοι ὑπὸ Καμβύσεω δουλωθέντες ἀπέστησαν ἀπὸ Περσέων
205,Αἰγύπτου,Ne,place,0,879,6,ἀλλὰ γὰρ μετὰ ταῦτά τε καὶ Αἰγύπτου ἀπόστασιν τῷ ὑστέρῳ ἔτεϊ παρασκευαζόμενον συνήνεικε αὐτὸν Δαρεῖον βασιλεύσαντα τὰ πάντα ἕξ τε καὶ τριήκοντα ἔτεα ἀποθανεῖν
206,Ἀθηναίους,A-,ethnic,0,880,8,οὐδέ οἱ ἐξεγένετο οὔτε τοὺς ἀπεστεῶτας Αἰγυπτίους οὔτε Ἀθηναίους τιμωρήσασθαι
207,Ἀθηναῖον,A-,ethnic,0,887,3,ἔχοντες Ὀνομάκριτον ἄνδρα Ἀθηναῖον χρησμολόγον τε καὶ διαθέτην χρησμῶν τῶν Μουσαίου ἀναβεβήκεσαν τὴν ἔχθρην προκαταλυσάμενοι
208,Ἀθηναίους,A-,ethnic,0,895,13,μέλλω ζεύξας τὸν Ἑλλήσποντον ἐλᾶν στρατὸν διὰ τῆς Εὐρώπης ἐπὶ τὴν Ἑλλάδα ἵνα Ἀθηναίους τιμωρήσωμαι ὅσα δὴ πεποιήκασι Πέρσας τε καὶ πατέρα τὸν ἐμόν
209,Ἑλλήνων,Nb,ethnic,0,902,10,ὡς μὲν ἐγὼ δοκέω οὐκ ἐς τοῦτο θράσεος ἀνήκει τὰ Ἑλλήνων πρήγματα
210,Πέρσῃσί,Nb,ethnic,0,916,7,ὦ παῖ Δαρείου καὶ δὴ φαίνεαι ἐν Πέρσῃσί τε ἀπειπάμενος τὴν στρατηλασίην καὶ τὰ ἐμὰ ἔπεα ἐν οὐδενὶ ποιησάμενος λόγῳ ὡς παρ’ οὐδενὸς ἀκούσας
211,Ἑλλὰς,A-,place,ethnic,928,12,ἐν δὲ τῷ ἰσθμῷ τούτῳ ἐς τὸν τελευτᾷ ὁ Ἄθως Σάνη πόλις Ἑλλὰς οἴκηται
212,Αἰγυπτίοισι,A-,ethnic,0,931,15,παρεσκευάζετο δὲ καὶ ὅπλα ἐς τὰς γεφύρας βύβλινά τε καὶ λευκολίνου ἐπιτάξας Φοίνιξί τε καὶ Αἰγυπτίοισι καὶ σιτία τῇ στρατιῇ καταβάλλειν ἵνα μὴ λιμήνειε ἡ στρατιὴ μηδὲ τὰ ὑποζύγια ἐλαυνόμενα ἐπὶ τὴν Ἑλλάδα
213,Ἀθηναίων,A-,ethnic,0,950,6,Κῦρος ὁ Καμβύσεω Ἰωνίην πᾶσαν πλὴν Ἀθηναίων κατεστρέψατο δασμοφόρον εἶναι Πέρσῃσι
214,Ἑλλήσποντον,Ne,place,0,955,6,ἐνθαῦτα λέγεται Ξέρξεω ἤδη διαβεβηκότος τὸν Ἑλλήσποντον ἄνδρα εἰπεῖν Ἑλλησπόντιον
215,Πέρσην,Ne,ethnic,0,962,25,ἐπεὶ δὲ Περσεὺς ὁ Δανάης τε καὶ Διὸς ἀπίκετο παρὰ Κηφέα τὸν Βήλου καὶ ἔσχε αὐτοῦ τὴν θυγατέρα Ἀνδρομέδην γίνεται αὐτῷ παῖς τῷ οὔνομα ἔθετο Πέρσην
216,Αἰγύπτου,Ne,place,0,968,4,τῶν μὲν δὴ ὑπὲρ Αἰγύπτου Αἰθιόπων καὶ Ἀραβίων ἦρχε Ἀρσάμης
217,Ἀσίης,Ne,place,0,970,5,οὗτοι δὲ οἱ ἐκ τῆς Ἀσίης Αἰθίοπες τὰ μὲν πλέω κατά περ Ἰνδοὶ ἐσεσάχατο
218,Ἀσίην,Ne,place,0,972,6,οὗτοι δὲ διαβάντες μὲν ἐς τὴν Ἀσίην ἐκλήθησαν Βιθυνοί τὸ δὲ πρότερον ἐκαλέοντο ὡς αὐτοὶ λέγουσι Στρυμόνιοι οἰκέοντες ἐπὶ Στρυμόνι
219,Αἰγύπτιοι,A-,ethnic,0,982,0,Αἰγύπτιοι δὲ νέας παρείχοντο διηκοσίας
220,Ἀθηνέων,Ne,place,0,984,5,οἳ μὲν ἀπὸ Σαλαμῖνος καὶ Ἀθηνέων οἳ δὲ ἀπ’ Ἀρκαδίης οἳ δὲ ἀπὸ Κύθνου οἳ δὲ ἀπὸ Φοινίκης οἳ δὲ ἀπὸ Αἰθιοπίης ὡς αὐτοὶ Κύπριοι λέγουσι
221,Ἀθηναίου,A-,ethnic,0,986,6,ἐπὶ δὲ Λύκου τοῦ Πανδίονος ἀνδρὸς Ἀθηναίου ἔσχον τὴν ἐπωνυμίην
222,Ἀσίης,Ne,place,0,987,5,Δωριέες δὲ οἱ ἐκ τῆς Ἀσίης τριήκοντα παρείχοντο νέας ἔχοντές τε Ἑλληνικὰ ὅπλα καὶ γεγονότες ἀπὸ Πελοποννήσου
223,Ἕλληνες,Nb,ethnic,0,1001,6,νῦν ὦν μοι τόδε φράσον εἰ Ἕλληνες ὑπομενέουσι χεῖρας ἐμοὶ ἀνταειρόμενοι
224,Ἕλληνας,Nb,ethnic,0,1005,4,αἰνέω μέν νυν πάντας Ἕλληνας τοὺς περὶ ἐκείνους τοὺς Δωρικοὺς χώρους οἰκημένους
225,Ἕλληνας,Nb,ethnic,0,1008,8,δοκέω δὲ ἔγωγε καὶ ἀνισωθέντας πλήθεϊ χαλεπῶς ἂν Ἕλληνας Πέρσῃσι μούνοισι μάχεσθαι
226,Ἑλλήνων,Nb,ethnic,0,1016,4,τῶν δὲ ἐξαιρεθέντων ὑπὸ Ἑλλήνων οὐδένα βασιλεὺς Ξέρξης ἐνόμισε εἶναι ἄνδρα ἀγαθὸν εἰ μὴ Βόγην μοῦνον τὸν ἐξ Ἠιόνος
227,Ἀσίην,Ne,place,0,1018,17,ὃς ἐπειδὴ ἐπολιορκέετο ὑπὸ Ἀθηναίων καὶ Κίμωνος τοῦ Μιλτιάδεω παρεὸν αὐτῷ ὑπόσπονδον ἐξελθεῖν καὶ νοστῆσαι ἐς τὴν Ἀσίην οὐκ ἠθέλησε μὴ δειλίῃ δόξειε περιεῖναι βασιλέι ἀλλὰ διεκαρτέρεε ἐς τὸ ἔσχατον
228,Ἑλλάδα,A-,place,0,1021,19,ὡς δὲ ἀπὸ τοῦ Στρυμόνος ἐπορεύετο ὁ στρατός ἐνθαῦτα πρὸς ἡλίου δυσμέων ἐστὶ αἰγιαλὸς ἐν τῷ οἰκημένην Ἄργιλον πόλιν Ἑλλάδα παρεξήιε
229,Ἑλλάδα,A-,place,0,1022,17,ἐνθεῦτεν δὲ κόλπον τὸν ἐπὶ Ποσιδηίου ἐξ ἀριστερῆς χειρὸς ἔχων ἤιε διὰ Συλέος πεδίου καλεομένου Στάγειρον πόλιν Ἑλλάδα παραμειβόμενος καὶ ἀπίκετο ἐς Ἄκανθον ἅμα ἀγόμενος τούτων ἕκαστον τῶν ἐθνέων καὶ τῶν περὶ τὸ Πάγγαιον ὄρος οἰκεόντων ὁμοίως καὶ τῶν πρότερον κατέλεξα τοὺς μὲν παρὰ θάλασσαν ἔχων οἰκημένους ἐκ νηυσὶ στρατευομένους τοὺς δ’ ὑπὲρ θαλάσσης πεζῇ ἑπομένους
230,Σπάρτην,Ne,place,0,1030,4,ἐς δὲ Ἀθήνας καὶ Σπάρτην οὐκ ἀπέπεμψε Ξέρξης ἐπὶ γῆς αἴτησιν κήρυκας τῶνδε εἵνεκα
231,Σπαρτιῆται,Nb,ethnic,0,1032,31,ἀχθομένων δὲ καὶ συμφορῇ χρεωμένων Λακεδαιμονίων ἁλίης τε πολλάκις συλλεγομένης καὶ κήρυγμα τοιόνδε ποιευμένων εἴ τις βούλοιτο Λακεδαιμονίων πρὸ τῆς Σπάρτης ἀποθνήσκειν Σπερθίης τε ὁ Ἀνηρίστου καὶ Βοῦλις ὁ Νικόλεω ἄνδρες Σπαρτιῆται φύσι τε γεγονότες εὖ καὶ χρήμασι ἀνήκοντες ἐς τὰ πρῶτα ἐθελονταὶ ὑπέδυσαν ποινὴν τῖσαι Ξέρξῃ τῶν Δαρείου κηρύκων τῶν ἐν Σπάρτῃ ἀπολομένων
232,Σπαρτιῆται,Nb,ethnic,0,1033,1,οὕτω Σπαρτιῆται τούτους ὡς ἀποθανευμένους ἐς Μήδους ἀπέπεμψαν
233,Ἑλλάδος,Ne,place,0,1035,5,ἕκαστος ἂν ὑμέων ἄρχοι γῆς Ἑλλάδος δόντος βασιλέος
234,Σπαρτιητέων,Nb,ethnic,0,1037,7,οὕτω ἡ Ταλθυβίου μῆνις καὶ ταῦτα ποιησάντων Σπαρτιητέων ἐπαύσατο τὸ παραυτίκα καίπερ ἀπονοστησάντων ἐς Σπάρτην Σπερθίεώ τε καὶ Βούλιος
235,Ἀθηναίων,A-,ethnic,0,1039,36,οἳ γὰρ πεμφθέντες ὑπὸ Λακεδαιμονίων ἄγγελοι ἐς τὴν Ἀσίην προδοθέντες δὲ ὑπὸ Σιτάλκεω τοῦ Τήρεω Θρηίκων βασιλέος καὶ Νυμφοδώρου τοῦ Πύθεω ἀνδρὸς Ἀβδηρίτεω ἥλωσαν κατὰ Βισάνθην τὴν ἐν Ἑλλησπόντῳ καὶ ἀπαχθέντες ἐς τὴν Ἀττικὴν ἀπέθανον ὑπὸ Ἀθηναίων μετὰ δὲ αὐτῶν καὶ Ἀριστέας ὁ Ἀδειμάντου Κορίνθιος ἀνήρ
236,Ἑλλάδος,Ne,place,0,1048,9,νῦν δὲ Ἀθηναίους ἄν τις λέγων σωτῆρας γενέσθαι τῆς Ἑλλάδος οὐκ ἂν ἁμαρτάνοι τὸ ἀληθές
237,Δελφῶν,Nb,place,0,1053,13,προβάλλουσι δὲ σφέας αὐτοὺς ὑπὸ τοῦ κακοῦ τοῦ κεχρησμένου Τίμων ὁ Ἀνδροβούλου τῶν Δελφῶν ἀνὴρ δόκιμος ὅμοια τῷ μάλιστα συνεβούλευέ σφι ἱκετηρίην λαβοῦσι δεύτερα αὖτις ἐλθόντας χρᾶσθαι τῷ χρηστηρίῳ ὡς ἱκέτας
238,Ἀθηναίους,A-,ethnic,0,1060,3,τότε Θεμιστοκλέης ἀνέγνωσε Ἀθηναίους τῆς διαιρέσιος ταύτης παυσαμένους νέας τούτων τῶν χρημάτων ποιήσασθαι διηκοσίας ἐς τὸν πόλεμον τὸν πρὸς Αἰγινήτας λέγων
239,Ἑλλήνων,Nb,ethnic,0,1066,9,συλλεγομένων δὲ ἐς τὸ αὐτὸ τῶν περὶ τὴν Ἑλλάδα Ἑλλήνων τῶν τὰ ἀμείνω φρονεόντων καὶ διδόντων σφίσι λόγον καὶ πίστιν ἐνθαῦτα ἐδόκεε βουλευομένοισι αὐτοῖσι πρῶτον μὲν χρημάτων πάντων καταλλάσσεσθαι τάς τε ἔχθρας καὶ τοὺς κατ’ ἀλλήλους ἐόντας πολέμους
240,Ἀθηναίοισί,A-,ethnic,0,1067,4,ὁ δὲ ὦν μέγιστος Ἀθηναίοισί τε καὶ Αἰγινήτῃσι
241,Ἀσίην,Ne,place,0,1069,14,ὡς δὲ ταῦτα σφι ἔδοξε καταλυσάμενοι τὰς ἔχθρας πρῶτα μὲν κατασκόπους πέμπουσι ἐς τὴν Ἀσίην ἄνδρας τρεῖς
242,Ἕλληνας,Nb,ethnic,0,1072,10,νοστησάντων δὲ τούτων ἐς τὴν Ἑλλάδα δοκέειν ἔφη ἀκούσαντας τοὺς Ἕλληνας τὰ ἑωυτοῦ πρήγματα πρὸ τοῦ στόλου τοῦ γινομένου παραδώσειν σφέας τὴν ἰδίην ἐλευθερίην καὶ οὕτω οὐδὲ δεήσειν ἐπ’ αὐτοὺς στρατηλατέοντας πρήγματα ἔχειν
243,Ἕλληνας,Nb,ethnic,0,1077,16,ταῦτα μὲν λέγουσι τὴν βουλὴν ὑποκρίνασθαι καίπερ ἀπαγορεύοντός σφι τοῦ χρηστηρίου μὴ ποιέεσθαι τὴν πρὸς τοὺς Ἕλληνας συμμαχίην
244,Σπαρτιητέων,Nb,ethnic,0,1081,8,οὕτω δὴ οἱ Ἀργεῖοι φασὶ οὐκ ἀνασχέσθαι τῶν Σπαρτιητέων τὴν πλεονεξίην ἀλλ’ ἑλέσθαι μᾶλλον ὑπὸ τῶν βαρβάρων ἄρχεσθαι ἤ τι ὑπεῖξαι Λακεδαιμονίοισι προειπεῖν τε τοῖσι ἀγγέλοισι πρὸ δύντος ἡλίου ἀπαλλάσσεσθαι ἐκ τῆς Ἀργείων χώρης εἰ δὲ μή περιέψεσθαι ὡς πολεμίους
245,Ἑλλήνων,Nb,ethnic,0,1088,6,τότε δ’ ὡς οἱ ἄγγελοι τῶν Ἑλλήνων ἀπίκατο ἐς τὰς Συρηκούσας ἐλθόντες αὐτῷ ἐς λόγους ἔλεγον τάδε
246,Ἑλλὰς,A-,place,0,1090,6,ἁλὴς μὲν γὰρ γενομένη πᾶσα ἡ Ἑλλὰς χεὶρ μεγάλη συνάγεται καὶ ἀξιόμαχοι γινόμεθα τοῖσι ἐπιοῦσι
247,Ἑλλάς,Ne,place,0,1091,27,ἢν δὲ οἳ μὲν ἡμέων καταπροδιδῶσι οἳ δὲ μὴ θέλωσι τιμωρέειν τὸ δὲ ὑγιαῖνον τῆς Ἑλλάδος ᾖ ὀλίγον τοῦτο δὲ ἤδη δεινὸν γίνεται μὴ πέσῃ πᾶσα ἡ Ἑλλάς
248,Ἕλληνες,Nb,ethnic,0,1093,1,ἄνδρες Ἕλληνες λόγον ἔχοντες πλεονέκτην ἐτολμήσατε ἐμὲ σύμμαχον ἐπὶ τὸν βάρβαρον παρακαλέοντες ἐλθεῖν
249,Ἑλλήνων,Nb,ethnic,0,1095,13,ἐπὶ δὲ λόγῳ τοιῷδε τάδε ὑπίσχομαι ἐπ’ ᾧ στρατηγός τε καὶ ἡγεμὼν τῶν Ἑλλήνων ἔσομαι πρὸς τὸν βάρβαρον
250,Σπαρτιήτας,Nb,ethnic,0,1096,8,ἦ κε μέγ’ οἰμώξειε ὁ Πελοπίδης Ἀγαμέμνων πυθόμενος Σπαρτιήτας τὴν ἡγεμονίην ἀπαραιρῆσθαι ὑπὸ Γέλωνός τε καὶ Συρηκοσίων
251,Σπαρτιῆτα,Nb,ethnic,0,1097,2,ὦ ξεῖνε Σπαρτιῆτα ὀνείδεα κατιόντα ἀνθρώπῳ φιλέει ἐπανάγειν τὸν θυμόν
252,Ἑλλάδος,Ne,place,0,1100,9,σὺ δὲ ὅκως μὲν στρατιὴν πέμψεις μὴ ἡγεύμενος τῆς Ἑλλάδος οὐ προφαίνεις
253,Ἑλλήνων,Nb,ethnic,0,1106,4,οἱ μὲν δὴ τῶν Ἑλλήνων ἄγγελοι τοιαῦτα τῷ Γέλωνι χρηματισάμενοι ἀπέπλεον
254,Ἕλληνες,Nb,ethnic,0,1108,53,ἐπείτε γὰρ τάχιστα ἐπύθετο τὸν Πέρσην διαβεβηκότα τὸν Ἑλλήσποντον πέμπει πεντηκοντέροισι τρισὶ Κάδμον τὸν Σκύθεω ἄνδρα Κῷον ἐς Δελφούς ἔχοντα χρήματα πολλὰ καὶ φιλίους λόγους καραδοκήσοντα τὴν μάχην τῇ πεσέεται καὶ ἢν μὲν ὁ βάρβαρος νικᾷ τά τε χρήματα αὐτῷ διδόναι καὶ γῆν τε καὶ ὕδωρ τῶν ἄρχει ὁ Γέλων ἢν δὲ οἱ Ἕλληνες ὀπίσω ἀπάγειν
255,Ἕλληνας,Nb,ethnic,0,1112,25,πρὸς δὲ καὶ τάδε λέγουσι ὡς συνέβη τῆς αὐτῆς ἡμέρης ἔν τε τῇ Σικελίῃ Γέλωνα καὶ Θήρωνα νικᾶν Ἀμίλκαν τὸν Καρχηδόνιον καὶ ἐν Σαλαμῖνι τοὺς Ἕλληνας τὸν Πέρσην
256,Ἕλληνας,Nb,ethnic,0,1115,27,μόγις δὲ ἀναχθέντες προσέμιξαν τῇ Πελοποννήσῳ καὶ περὶ Πύλον καὶ Ταίναρον γῆς τῆς Λακεδαιμονίων ἀνεκώχευον τὰς νέας καραδοκέοντες καὶ οὗτοι τὸν πόλεμον τῇ πεσέεται ἀελπτέοντες μὲν τοὺς Ἕλληνας ὑπερβαλέεσθαι δοκέοντες δὲ τὸν Πέρσην κατακρατήσαντα πολλὸν ἄρξειν πάσης τῆς Ἑλλάδος
257,Ἕλληνάς,Nb,ethnic,0,1118,3,πρὸς δὲ τοὺς Ἕλληνάς σφι σκῆψις ἐπεποίητο τῇ περ δὴ καὶ ἐχρήσαντο
258,Ἑλλήνων,Nb,ethnic,0,1119,3,αἰτιωμένων γὰρ τῶν Ἑλλήνων ὅτι οὐκ ἐβοήθεον ἔφασαν πληρῶσαι μὲν ἑξήκοντα τριήρεας ὑπὸ δὲ ἐτησιέων ἀνέμων ὑπερβαλεῖν Μαλέην οὐκ οἷοί τε γενέσθαι
259,Ἕλληνες,Nb,ethnic,0,1128,1,Ἄνδρες Ἕλληνες δεῖ φυλάσσεσθαι τὴν ἐσβολὴν τὴν Ὀλυμπικήν ἵνα Θεσσαλίη τε καὶ ἡ σύμπασα ᾖ Ἑλλὰς ἐν σκέπῃ τοῦ πολέμου
260,Ἕλληνες,Nb,ethnic,0,1131,2,οἱ δὲ Ἕλληνες πρὸς ταῦτα ἐβουλεύσαντο ἐς Θεσσαλίην πέμπειν κατὰ θάλασσαν πεζὸν στρατὸν φυλάξοντα τὴν ἐσβολήν
261,Ἑλλήνων,Nb,ethnic,0,1132,3,ἐνθαῦτα ἐστρατοπεδεύοντο τῶν Ἑλλήνων κατὰ μυρίους ὁπλίτας συλλεγέντες καί σφι προσῆν ἡ Θεσσαλῶν ἵππος
262,Ἕλληνες,Nb,ethnic,0,1136,2,οἱ δὲ Ἕλληνες ἐπείτε ἀπίκατο ἐς τὸν Ἰσθμόν ἐβουλεύοντο πρὸς τὰ λεχθέντα ἐξ Ἀλεξάνδρου τῇ τε στήσονται τὸν πόλεμον καὶ ἐν οἵοισι χώροισι
263,Ἑλλάδος,Ne,place,0,1139,9,τοῖσι δὲ αὖτις ὀρθώσασι ἔδοξε ταύτῃ ἀπαμύνειν ἀπὸ τῆς Ἑλλάδος τὸν βάρβαρον
264,Δελφοὶ,Nb,place,0,1145,0,Δελφοὶ δ’ ἐν τούτῳ τῷ χρόνῳ ἐχρηστηριάζοντο τῷ θεῷ ὑπὲρ ἑωυτῶν καὶ τῆς Ἑλλάδος καταρρωδηκότες καί σφι ἐχρήσθη ἀνέμοισι εὔχεσθαι
265,Δελφοὶ,Nb,place,0,1147,0,Δελφοὶ δὲ δεξάμενοι τὸ μαντήιον πρῶτα μὲν Ἑλλήνων τοῖσι βουλομένοισι εἶναι ἐλευθέροισι ἐξήγγειλαν τὰ χρησθέντα αὐτοῖσι καί σφι δεινῶς καταρρωδέουσι τὸν βάρβαρον ἐξαγγείλαντες χάριν ἀθάνατον κατέθεντο
266,Ἕλληνες,Nb,ethnic,0,1158,6,νέας μέν νυν οἱ ἀπὸ Θρηίκης Ἕλληνες καὶ οἱ ἐκ τῶν νήσων τῶν ἐπικειμενέων τῇ Θρηίκῃ παρείχοντο εἴκοσι καὶ ἑκατόν
267,Ἕλλησι,Nb,ethnic,0,1164,2,τοῖσι δὲ Ἕλλησι οἱ ἡμεροσκόποι ἀπὸ τῶν ἄκρων τῶν Εὐβοϊκῶν καταδραμόντες δευτέρῃ ἡμέρῃ ἀπ’ ἧς ὁ χειμὼν ὁ πρῶτος ἐγένετο ἐσήμαινον πάντα τὰ γενόμενα περὶ τὴν ναυηγίην
268,Ἕλληνας,Nb,ethnic,0,1166,4,τότε δὲ ἐς τοὺς Ἕλληνας καταπλώσας ἔμελλε οὐ τὸ δεύτερον διαφυγὼν ἔσεσθαι
269,Ἑλλήνων,Nb,ethnic,0,1172,3,ἦσαν δὲ οἵδε Ἑλλήνων οἱ ὑπομένοντες τὸν Πέρσην ἐν τούτῳ τῷ χώρῳ Σπαρτιητέων τε τριηκόσιοι ὁπλῖται καὶ Τεγεητέων καὶ Μαντινέων χίλιοι ἡμίσεες ἑκατέρων ἐξ Ὀρχομενοῦ τε τῆς Ἀρκαδίης εἴκοσι καὶ ἑκατόν καὶ ἐκ τῆς λοιπῆς Ἀρκαδίης χίλιοι
270,Σπαρτιητέων,Nb,ethnic,0,1172,12,ἦσαν δὲ οἵδε Ἑλλήνων οἱ ὑπομένοντες τὸν Πέρσην ἐν τούτῳ τῷ χώρῳ Σπαρτιητέων τε τριηκόσιοι ὁπλῖται καὶ Τεγεητέων καὶ Μαντινέων χίλιοι ἡμίσεες ἑκατέρων ἐξ Ὀρχομενοῦ τε τῆς Ἀρκαδίης εἴκοσι καὶ ἑκατόν καὶ ἐκ τῆς λοιπῆς Ἀρκαδίης χίλιοι
271,Ἑλλήνων,Nb,ethnic,0,1177,16,παρεκάλεε ὦν ἐς τὸν πόλεμον θέλων εἰδέναι εἴτε συμπέμψουσι εἴτε καὶ ἀπερέουσι ἐκ τοῦ ἐμφανέος τὴν Ἑλλήνων συμμαχίην
272,Σπαρτιῆται,Nb,ethnic,0,1178,7,τούτους μὲν τοὺς ἀμφὶ Λεωνίδην πρώτους ἀπέπεμψαν Σπαρτιῆται ἵνα τούτους ὁρῶντες οἱ ἄλλοι σύμμαχοι στρατεύωνται μηδὲ καὶ οὗτοι μηδίσωσι ἢν αὐτοὺς πυνθάνωνται ὑπερβαλλομένους
273,Ἕλληνες,Nb,ethnic,0,1180,4,οἱ δὲ ἐν Θερμοπύλῃσι Ἕλληνες ἐπειδὴ πέλας ἐγένετο τῆς ἐσβολῆς ὁ Πέρσης καταρρωδέοντες ἐβουλεύοντο περὶ ἀπαλλαγῆς
